"css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 href","css-1jxf684 5","css-1jxf684 6","css-175oi2r href 4","css-1jxf684 7"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943723586839003275","Jul 11","Mwiriwe neza, 
Mwavugisha abatekenisiye bacu kuri nimero 0788330017 baze kubikemura. Murakoze","","11","","https://x.com/reg_rwanda/status/1943723586839003275/analytics",""
"https://x.com/UnitedVava","https://pbs.twimg.com/profile_images/1940014944440778752/LDiGyI2w_bigger.jpg","https://x.com/UnitedVava","Valens VaVa United","@UnitedVava","·","https://x.com/UnitedVava/status/1943719554112250320","Jul 11","","","ese biba byagenze bite kigira ngo Cartier yose cash power zirimo kwaka  ariko ntabwo turi gucana ngo bikunde Kandi hari undi mutariyani dufatiye ku ipoto imwe we aracana bigakunda? mudufashe","2","https://x.com/UnitedVava/status/1943719554112250320/analytics","45"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943720595939631307","Jul 11","Mwiriwe neza, 
Muherereye he? Murakoze","","38","1","https://x.com/reg_rwanda/status/1943720595939631307/analytics",""
"https://x.com/rirarema","https://pbs.twimg.com/profile_images/1736883927195803648/kfzovFn7_bigger.jpg","https://x.com/rirarema","Ninyagasambu rirarema","@rirarema","·","https://x.com/rirarema/status/1943713205978563027","Jul 11","","","Rwamagana twabuze cashpower kubafatabuguzi bashya, hari ubujura abakozi banyu bakora bwo gutiza abantu cashpower zirimo ideni ngo mugihe bagitegereje ko izindi ziboneka knd izo zirahendesha cyane","1","https://x.com/rirarema/status/1943713205978563027/analytics","183"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943718141516829074","Jul 11","Mwaduha nimero ya telefoni yanyu tukabasobazu. Murakoze","","168","","https://x.com/reg_rwanda/status/1943718141516829074/analytics",""
"https://x.com/MUTANGANAChris6","https://pbs.twimg.com/profile_images/1634623054230745089/fhV0UVkd_bigger.jpg","https://x.com/MUTANGANAChris6","umukire waruhango","@MUTANGANAChris6","·","https://x.com/MUTANGANAChris6/status/1943708511206060406","Jul 11","","","Impamvu yanyu mugira service mbi cyane rwose","1","https://x.com/MUTANGANAChris6/status/1943708511206060406/analytics","159"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943712111562985594","Jul 11","Mwiriwe neza,
Mwatubwira aho muherereye mukatubwira ni kibazo mufite tukabafasha. Murakoze","","143","","https://x.com/reg_rwanda/status/1943712111562985594/analytics",""
"https://x.com/InfluencialLaw","https://pbs.twimg.com/profile_images/1704027983399288832/JCX53hqI_bigger.jpg","https://x.com/InfluencialLaw","The Influential Lawyer","@InfluencialLaw","·","https://x.com/InfluencialLaw/status/1943698193016914389","Jul 11","@reg_rwanda","https://x.com/reg_rwanda","Hello","1","https://x.com/InfluencialLaw/status/1943698193016914389/analytics","351"
"https://x.com/i/status/1943698193016914389","","","Show more replies","","","","","","","","","",""
"https://x.com/InfluencialLaw","https://pbs.twimg.com/profile_images/1704027983399288832/JCX53hqI_bigger.jpg","https://x.com/InfluencialLaw","The Influential Lawyer","@InfluencialLaw","·","https://x.com/InfluencialLaw/status/1943702630959554949","Jul 11","","","Kanombe Sector, Rubirizi Cell. We can't use any electric appliances such as microwaves or fridges between 5pm to 1am due to low voltage. And due to instant on and off power disruptions our TVs, phone chargers and other appliances are getting damaged on a daily basis.","1","https://x.com/InfluencialLaw/status/1943702630959554949/analytics","14"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943705149664342156","Jul 11","We are doing everything possible to find permanent solution on that problem as soon as possible. Please bear with us. Thank you.","","11","","https://x.com/reg_rwanda/status/1943705149664342156/analytics",""
"https://x.com/Ntwariolivier_","https://pbs.twimg.com/profile_images/1568243040745029632/0Q23iEFc_bigger.jpg","https://x.com/Ntwariolivier_","Him","@Ntwariolivier_","·","https://x.com/Ntwariolivier_/status/1943695908853432539","Jul 11","@reg_rwanda","https://x.com/reg_rwanda","Nonese","1","https://x.com/Ntwariolivier_/status/1943695908853432539/analytics","1.4K"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943698817741729997","Jul 11","Mwiriwe neza, muherereye he? Murakoze","","1.3K","1","https://x.com/reg_rwanda/status/1943698817741729997/analytics","1"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1933095948252524900","Jun 12","Rwanda Utilities Regulatory Authority - RURA","","Mukunze kutubaza uburyo umuntu yamenya imibare ya cashpower ye, uko umuntu yareba umuriro asigaranyemo ndetse n'uburyo umuntu yececekesha cash power mu gihe isakuza. Twabyegeranyije","84","https://x.com/reg_rwanda/status/1933095948252524900/analytics","65K"
"https://x.com/KokoMbange21942","https://pbs.twimg.com/profile_images/1843287934666956800/Xbz4DODr_bigger.jpg","https://x.com/KokoMbange21942","ACTIVISTE ENGAGÉ","@KokoMbange21942","·","https://x.com/KokoMbange21942/status/1943692062009811444","Jul 11","","","Mwiriweho! Hano Kisimenti twabuze  kuva saa  14h  na n'ubu ntawo turabona","2","https://x.com/KokoMbange21942/status/1943692062009811444/analytics","13"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943693114528423961","Jul 11","Mwiriwe neza,
Turimo kubikemura mutwihanganire. Murakoze.","","15","1","https://x.com/reg_rwanda/status/1943693114528423961/analytics",""
"https://x.com/JessiFlynn1","https://pbs.twimg.com/profile_images/1168434613217370113/92L9wWKy_bigger.jpg","https://x.com/JessiFlynn1","Jessi Flynn","@JessiFlynn1","·","https://x.com/JessiFlynn1/status/1943691338144174237","Jul 11","","","Power’s been out for at least 6 hours. Any updates please?","1","https://x.com/JessiFlynn1/status/1943691338144174237/analytics","34"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943692375492051268","Jul 11","Hello,
Our technical team is still working on it. Kindly bear with. Thank you.","","32","","https://x.com/reg_rwanda/status/1943692375492051268/analytics",""
"https://x.com/Lis00777","https://pbs.twimg.com/profile_images/1900168983770210305/CQonq39Q_bigger.jpg","https://x.com/Lis00777","inkotanyi cyane","@Lis00777","·","https://x.com/Lis00777/status/1943686644856402079","Jul 11","","","Ahandi wagarutse Ariko twebwe waje uhita ugenda burundu","1","https://x.com/Lis00777/status/1943686644856402079/analytics","24"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943687462070415426","Jul 11","Mwaduha nimero yanyu mu gikari (inbox) tukabavugisha tukareba ikibazo mwagize kuko abandi barawufite. Murakoze","","21","1","https://x.com/reg_rwanda/status/1943687462070415426/analytics",""
"https://x.com/GAKWAYAERI16772","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","https://x.com/GAKWAYAERI16772","GAKWAYA ERIC","@GAKWAYAERI16772","·","https://x.com/GAKWAYAERI16772/status/1943675530110226518","Jul 11","@reg_rwanda","https://x.com/reg_rwanda",",mwiriwe neza,
Ese hano Mu mudugudu wa Rugunga,akagali ka Kiyovu,umurenge wa Nyarugenge,akarere ka Nyarugenge,ko kuva mu gitondo mu ma 10h umuriro uri gucikagurika,nihagira ibishya turabyifatamo gute?
Murakoze","1","https://x.com/GAKWAYAERI16772/status/1943675530110226518/analytics","10"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943676584575009140","Jul 11","Itsinda ryacu ririmo gukora ibishoboka byose ngo ikibazo gikemuke neza. Murakoze","","13","","https://x.com/reg_rwanda/status/1943676584575009140/analytics",""
"https://x.com/HAhingeneye","https://pbs.twimg.com/profile_images/1581172844070948864/3bScYrI2_bigger.jpg","https://x.com/HAhingeneye","Hyacinthe Mizero Ahingeneye","@HAhingeneye","·","https://x.com/HAhingeneye/status/1943644115163361730","Jul 11","","","Mudutabare rwose turabasabye tumaze kugira ighombo giteye ubwoba.","1","https://x.com/HAhingeneye/status/1943644115163361730/analytics","84"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943654494241272109","Jul 11","Ikibazo cyacyemutse. Murakoze cyane","","64","","https://x.com/reg_rwanda/status/1943654494241272109/analytics",""
"https://x.com/MANISHIMWEElys1","https://pbs.twimg.com/profile_images/1636414516744404999/byk9Dau-_bigger.jpg","https://x.com/MANISHIMWEElys1","PK","@MANISHIMWEElys1","·","https://x.com/MANISHIMWEElys1/status/1943646890085478442","Jul 11","@reg_rwanda","https://x.com/reg_rwanda","Dear","1","https://x.com/MANISHIMWEElys1/status/1943646890085478442/analytics","34"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943651731092410509","Jul 11","Mwiriwe neza, itsinda ryacu ririmo gukora ibishoboka byosee kugira ngo umuriro ugaruke vuba. Murakoze","","31","","https://x.com/reg_rwanda/status/1943651731092410509/analytics",""
"https://x.com/saiidgk","https://pbs.twimg.com/profile_images/1871926593326653440/VAA6UvuF_bigger.jpg","https://x.com/saiidgk","Saïd’s 𝕏","@saiidgk","·","https://x.com/saiidgk/status/1943636887739977841","Jul 11","@reg_rwanda","https://x.com/reg_rwanda","mwaduhaye umuriro lnyarugenge please","1","https://x.com/saiidgk/status/1943636887739977841/analytics","48"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943637683969896700","Jul 11","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","233","1","https://x.com/reg_rwanda/status/1943637683969896700/analytics",""
"https://x.com/libaho","https://pbs.twimg.com/profile_images/1669363519429529602/nCwSwtQg_bigger.jpg","https://x.com/libaho","Serge LIBAHO","@libaho","·","https://x.com/libaho/status/1943619673720762466","Jul 11","@reg_rwanda","https://x.com/reg_rwanda","Good morning","1","https://x.com/libaho/status/1943619673720762466/analytics","119"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943620201246797825","Jul 11","Mwiriwe neza, turimo kubikemura, mube mutwihanganiye. Murakoze.","","98","","https://x.com/reg_rwanda/status/1943620201246797825/analytics",""
"https://x.com/Aminadab250","https://pbs.twimg.com/profile_images/1813184051991199744/qf6yy0QO_bigger.jpg","https://x.com/Aminadab250","Syngman Aminadab","@Aminadab250","·","https://x.com/Aminadab250/status/1943608265843028366","Jul 11","","","Ese inkingi y'amashanyarazi iriho cash powers zindi ,hari undi muntu(umuturage) yakwishyura ngo afatireho amashanyarazi ,atari REG?","1","https://x.com/Aminadab250/status/1943608265843028366/analytics","343"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943609688924320113","Jul 11","Ntabwo byemewe kwishyura. Kubindi bisobanuro, mwegere ishami rya REG ribegereye mubarizwemo, bakabafasha. Murakoze.","","297","1","https://x.com/reg_rwanda/status/1943609688924320113/analytics","2"
"https://x.com/didan07","https://pbs.twimg.com/profile_images/1577782614701838336/IV2KgrvP_bigger.jpg","https://x.com/didan07","Didan","@didan07","·","https://x.com/didan07/status/1943604478541705253","Jul 11","@reg_rwanda","https://x.com/reg_rwanda","Kiyovu(Rugunga) byagenze gute?","1","https://x.com/didan07/status/1943604478541705253/analytics","23"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943606673907523695","Jul 11","Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","22","1","https://x.com/reg_rwanda/status/1943606673907523695/analytics",""
"https://x.com/Lis00777","https://pbs.twimg.com/profile_images/1900168983770210305/CQonq39Q_bigger.jpg","https://x.com/Lis00777","inkotanyi cyane","@Lis00777","·","https://x.com/Lis00777/status/1943604597735424479","Jul 11","","","Ko twabuze umuriro nyarugenge mu biryogo kubisima? Any update?","1","https://x.com/Lis00777/status/1943604597735424479/analytics","424"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943606647332495490","Jul 11","Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","389","1","https://x.com/reg_rwanda/status/1943606647332495490/analytics","1"
"https://x.com/IrankundaRukomo","https://pbs.twimg.com/profile_images/1497235567414845447/NKjW7uW7_bigger.jpg","https://x.com/IrankundaRukomo","Irankundaa","@IrankundaRukomo","·","https://x.com/IrankundaRukomo/status/1943605561712349575","Jul 11","","","Nyarugenge mwahabafatiye se ko umuriro wabuze hashize nka 3 hrs??","1","https://x.com/IrankundaRukomo/status/1943605561712349575/analytics","338"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943606607939621083","Jul 11","Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","304","","https://x.com/reg_rwanda/status/1943606607939621083/analytics",""
"https://x.com/1_Elijahm","https://pbs.twimg.com/profile_images/1794370528645423104/v2jwalPF_bigger.jpg","https://x.com/1_Elijahm","ELIJAH","@1_Elijahm","·","https://x.com/1_Elijahm/status/1943599793575456870","Jul 11","","","Gutanga Service nabi nibyo bituma umuturage yemera agahomba amafaranga ariko akabona Service akaeneye. Kuki bigombera ko umuturage abanza gutanga ruswa kugira ngo abone Service?

Ubu nanjye uvuga ngiye gukubita umwaka wa kabiri ntarahabwa umuriro kandi naratanze ibyangombwa byose","1","https://x.com/1_Elijahm/status/1943599793575456870/analytics","39"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943601388316983439","Jul 11","Mwaramutse neza,mwatubwira aho muherereye ndetse mukaduha na nimero ya  telefoni yanyu kugira ngo tubikurikirane. Murakoze.","","35","1","https://x.com/reg_rwanda/status/1943601388316983439/analytics",""
"https://x.com/dcg_claude","https://pbs.twimg.com/profile_images/1814698554797051904/TpJgB9BS_bigger.jpg","https://x.com/dcg_claude","DUSABE CLAUDE","@dcg_claude","·","https://x.com/dcg_claude/status/1943370971961774299","Jul 10","@reg_rwanda","https://x.com/reg_rwanda","Muraho","2","https://x.com/dcg_claude/status/1943370971961774299/analytics","905"
"https://x.com/i/status/1943370971961774299","","","Show more replies","","","","","","","","","",""
"https://x.com/IMANZIdeSilva1","https://pbs.twimg.com/profile_images/1554381652578734080/6Vc3U3h7_bigger.jpg","https://x.com/IMANZIdeSilva1","Didier","@IMANZIdeSilva1","·","https://x.com/IMANZIdeSilva1/status/1943591377880612867","Jul 11","","","Mwaramutse neza REG dufite ikibazo cyumuriro hano mu karere ka Gakenke umurenge Cyabingo hacanye abantu bake abandi nta muriro dufite umunsi ubaye uwa 3. murebe uburyo mwadugasha rwose murakoze !!!","1","https://x.com/IMANZIdeSilva1/status/1943591377880612867/analytics","30"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1943592279303762206","Jul 11","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu mu gikari (inbox). Murakoze","","24","","https://x.com/reg_rwanda/status/1943592279303762206/analytics",""
